,trade_date,open,close,high,low,pre_close,change,pct_chg,ts_code
0,20200609,24906.01,25057.22,25253.67,24837.73,24776.77,280.45,1.1319,HSI
1,20200608,25018.05,24776.77,25018.78,24678.55,24770.41,6.36,0.0257,HSI
2,20200605,,24366.3,,,24366.3,0.0,,HSI
3,20200604,24643.84,24366.3,24643.84,24204.1,24325.62,40.68,0.1672,HSI
4,20200603,24303.56,24325.62,24364.01,24219.96,23995.94,329.68,1.3739,HSI
5,20200602,23792.24,23995.94,23995.94,23766.15,23732.52,263.42,1.11,HSI
6,20200601,23539.91,23732.52,23806.32,23539.91,22961.47,771.05,3.358,HSI
7,20200529,22781.11,22961.47,23089.77,22781.11,23132.76,-171.29,-0.7405,HSI
8,20200528,23206.75,23132.76,23451.78,22779.62,23301.36,-168.6,-0.7236,HSI
9,20200527,23515.14,23301.36,23515.14,23134.61,23384.66,-83.3,-0.3562,HSI
10,20200526,23198.34,23384.66,23481.48,23165.49,22952.24,432.42,1.884,HSI
11,20200525,22725.7,22952.24,22968.65,22519.73,22930.14,22.1,0.0964,HSI
12,20200522,23756.91,22930.14,23756.91,22878.26,24280.03,-1349.89,-5.5597,HSI
13,20200521,24528.91,24280.03,24528.91,24208.16,24399.95,-119.92,-0.4915,HSI
14,20200520,24462.9,24399.95,24514.87,24315.75,24388.13,11.82,0.0485,HSI
15,20200519,24489.55,24388.13,24552.55,24314.45,23934.77,453.36,1.8941,HSI
16,20200518,23736.67,23934.77,23952.05,23722.17,23797.47,137.3,0.577,HSI
17,20200515,23834.68,23797.47,23985.12,23671.61,23829.74,-32.27,-0.1354,HSI
18,20200514,24038.07,23829.74,24081.19,23790.27,24180.3,-350.56,-1.4498,HSI
19,20200513,24111.67,24180.3,24320.2,23979.37,24245.68,-65.38,-0.2697,HSI
20,20200512,24358.0,24245.68,24411.04,24136.2,24602.06,-356.38,-1.4486,HSI
21,20200511,24470.18,24602.06,24766.83,24470.18,24230.17,371.89,1.5348,HSI
22,20200508,24193.36,24230.17,24263.73,24097.12,23980.63,249.54,1.0406,HSI
23,20200507,24120.81,23980.63,24120.81,23913.5,24137.48,-156.85,-0.6498,HSI
24,20200506,23868.02,24137.48,24235.03,23868.02,23868.66,268.82,1.1262,HSI
25,20200430,,24643.59,,,24643.59,0.0,,HSI
26,20200429,24786.02,24643.59,24855.47,24549.62,24575.96,67.63,0.2752,HSI
27,20200428,24401.12,24575.96,24582.66,24176.88,24280.14,295.82,1.2184,HSI
28,20200427,24030.66,24280.14,24318.81,24030.54,23831.33,448.81,1.8833,HSI
29,20200424,23844.55,23831.33,23957.17,23730.49,23977.32,-145.99,-0.6089,HSI
30,20200423,23983.65,23977.32,24107.88,23806.3,23893.36,83.96,0.3514,HSI
31,20200422,23540.54,23893.36,23939.29,23483.31,23793.55,99.81,0.4195,HSI
32,20200421,24247.84,23793.55,24247.84,23676.13,24330.02,-536.47,-2.205,HSI
33,20200420,24503.56,24330.02,24503.56,24225.55,24380.0,-49.98,-0.205,HSI
34,20200417,24457.83,24380.0,24666.64,24308.78,24006.45,373.55,1.556,HSI
35,20200416,24025.45,24006.45,24102.91,23854.79,24145.34,-138.89,-0.5752,HSI
36,20200415,24499.86,24145.34,24603.6,24090.5,24435.4,-290.06,-1.187,HSI
37,20200414,24347.61,24435.4,24546.39,24283.13,24300.33,135.07,0.5558,HSI
38,20200413,,24300.33,,,24300.33,0.0,,HSI
39,20200410,,24300.33,,,24300.33,0.0,,HSI
40,20200409,24181.32,24300.33,24308.69,24045.18,23970.37,329.96,1.3765,HSI
41,20200408,24191.32,23970.37,24191.32,23897.4,24253.29,-282.92,-1.1665,HSI
42,20200407,24093.05,24253.29,24262.01,23796.03,23749.12,504.17,2.1229,HSI
43,20200403,23072.95,23236.11,23236.11,23030.58,23280.06,-43.95,-0.1888,HSI
44,20200402,22838.67,23280.06,23280.06,22756.13,23085.79,194.27,0.8415,HSI
45,20200401,23365.9,23085.79,23540.01,22947.64,23603.48,-517.69,-2.1933,HSI
46,20200331,23613.27,23603.48,23627.53,23238.04,23175.11,428.37,1.8484,HSI
47,20200330,23020.85,23175.11,23491.51,22973.33,23484.28,-309.17,-1.3165,HSI
48,20200327,23768.41,23484.28,23791.2,23354.01,23352.34,131.94,0.565,HSI
49,20200326,23604.83,23352.34,23604.83,23163.67,23527.19,-174.85,-0.7432,HSI
50,20200325,23255.91,23527.19,23569.45,23062.23,22663.49,863.7,3.811,HSI
51,20200324,22497.57,22663.49,22753.01,22383.25,21696.13,967.36,4.4587,HSI
52,20200323,21659.55,21696.13,22064.31,21659.55,22805.07,-1108.94,-4.8627,HSI
53,20200320,22147.34,22805.07,22805.07,22147.34,21709.13,1095.94,5.0483,HSI
54,20200319,22221.38,21709.13,22380.34,21139.26,22291.82,-582.69,-2.6139,HSI
55,20200318,23023.34,22291.82,23425.03,22167.42,23263.73,-971.91,-4.1778,HSI
56,20200317,23001.76,23263.73,23401.2,22676.46,23063.57,200.16,0.8679,HSI
57,20200316,23317.81,23063.57,23631.53,22842.25,24032.91,-969.34,-4.0334,HSI
58,20200313,22519.32,24032.91,24184.48,22519.32,24309.07,-276.16,-1.136,HSI
59,20200312,24657.67,24309.07,24657.67,24117.94,25231.61,-922.54,-3.6563,HSI
60,20200311,25459.96,25231.61,25493.23,25140.38,25392.51,-160.9,-0.6337,HSI
61,20200310,25285.68,25392.51,25578.61,24978.97,25040.46,352.05,1.4059,HSI
62,20200309,25134.02,25040.46,25321.28,24948.38,26146.67,-1106.21,-4.2308,HSI
63,20200306,26397.78,26146.67,26408.8,26084.23,26767.87,-621.2,-2.3207,HSI
64,20200305,26348.16,26767.87,26805.58,26315.36,26222.07,545.8,2.0815,HSI
65,20200304,26321.56,26222.07,26372.48,26038.39,26284.82,-62.75,-0.2387,HSI
66,20200303,26419.13,26284.82,26527.75,26233.39,26291.68,-6.86,-0.0261,HSI
67,20200302,26077.73,26291.68,26375.91,26077.73,26129.93,161.75,0.619,HSI
68,20200228,26249.06,26129.93,26313.55,25989.41,26778.62,-648.69,-2.4224,HSI
69,20200227,26529.17,26778.62,26849.57,26419.97,26696.49,82.13,0.3076,HSI
70,20200226,26479.9,26696.49,26776.06,26479.9,26893.23,-196.74,-0.7316,HSI
71,20200225,26722.39,26893.23,26914.05,26667.04,26820.88,72.35,0.2698,HSI
72,20200224,27105.35,26820.88,27105.35,26813.22,27308.81,-487.93,-1.7867,HSI
73,20200221,27450.46,27308.81,27484.53,27264.78,27609.16,-300.35,-1.0879,HSI
74,20200220,27767.28,27609.16,27767.28,27383.13,27655.81,-46.65,-0.1687,HSI
75,20200219,27486.46,27655.81,27697.46,27448.6,27530.2,125.61,0.4563,HSI
76,20200218,27766.5,27530.2,27771.3,27496.25,27959.6,-429.4,-1.5358,HSI
77,20200217,27766.71,27959.6,28055.58,27766.71,27815.6,144.0,0.5177,HSI
78,20200214,27698.56,27815.6,27960.66,27695.59,27730.0,85.6,0.3087,HSI
79,20200213,27953.65,27730.0,27953.65,27695.6,27823.66,-93.66,-0.3366,HSI
80,20200212,27717.22,27823.66,27892.48,27614.83,27583.88,239.78,0.8693,HSI
81,20200211,27514.25,27583.88,27674.81,27436.99,27241.34,342.54,1.2574,HSI
82,20200210,27092.15,27241.34,27314.64,27044.88,27404.27,-162.93,-0.5945,HSI
83,20200207,27356.28,27404.27,27410.58,27224.12,27493.7,-89.43,-0.3253,HSI
84,20200206,27174.53,27493.7,27608.22,27029.49,26786.74,706.96,2.6392,HSI
85,20200205,26869.32,26786.74,26926.12,26641.92,26675.98,110.76,0.4152,HSI
86,20200204,26491.66,26675.98,26730.26,26491.66,26356.98,319.0,1.2103,HSI
87,20200203,26189.61,26356.98,26512.58,26145.59,26312.63,44.35,0.1686,HSI
88,20200123,28109.75,27909.12,28133.03,27706.37,28341.04,-431.92,-1.524,HSI
89,20200122,28116.5,28341.04,28393.93,27937.68,27985.33,355.71,1.2711,HSI
90,20200121,28449.38,27985.33,28492.03,27980.5,28795.91,-810.58,-2.8149,HSI
91,20200120,29169.12,28795.91,29174.92,28795.42,29056.42,-260.51,-0.8966,HSI
92,20200117,28988.16,29056.42,29101.15,28813.13,28883.04,173.38,0.6003,HSI
93,20200116,28806.12,28883.04,28987.73,28709.57,28773.59,109.45,0.3804,HSI
94,20200115,28891.07,28773.59,28972.68,28619.1,28885.14,-111.55,-0.3862,HSI
95,20200114,29149.53,28885.14,29149.53,28790.49,28954.94,-69.8,-0.2411,HSI
96,20200113,28772.37,28954.94,28971.4,28671.84,28638.2,316.74,1.106,HSI
97,20200110,28665.14,28638.2,28665.14,28504.27,28561.0,77.2,0.2703,HSI
98,20200109,28367.65,28561.0,28561.0,28325.86,28087.92,473.08,1.6843,HSI
99,20200108,27999.58,28087.92,28198.61,27857.73,28322.06,-234.14,-0.8267,HSI
100,20200107,28352.68,28322.06,28473.08,28264.07,28226.19,95.87,0.3396,HSI
101,20200106,28326.5,28226.19,28367.87,28054.29,28451.5,-225.31,-0.7919,HSI
102,20200103,28828.36,28451.5,28883.3,28428.17,28543.52,-92.02,-0.3224,HSI
103,20200102,28249.37,28543.52,28543.52,28245.97,28189.75,353.77,1.255,HSI
104,20191231,28241.43,28189.75,28298.46,28123.86,28319.39,-129.64,-0.4578,HSI
105,20191230,28250.48,28319.39,28418.65,28165.13,28225.42,93.97,0.3329,HSI
106,20191227,28033.66,28225.42,28226.11,28000.62,27864.21,361.21,1.2963,HSI
107,20191224,27901.51,27864.21,27921.29,27792.66,27906.41,-42.2,-0.1512,HSI
108,20191223,28024.62,27906.41,28024.62,27830.08,27871.35,35.06,0.1258,HSI
109,20191220,27834.55,27871.35,27959.52,27740.66,27800.49,70.86,0.2549,HSI
110,20191219,27908.78,27800.49,27908.78,27675.24,27884.21,-83.72,-0.3002,HSI
111,20191218,27946.74,27884.21,27970.76,27775.98,27843.71,40.5,0.1455,HSI
112,20191217,27630.69,27843.71,27894.72,27563.44,27508.09,335.62,1.2201,HSI
113,20191216,27530.5,27508.09,27715.93,27473.32,27687.76,-179.67,-0.6489,HSI
114,20191213,27494.51,27687.76,27687.76,27405.26,26994.14,693.62,2.5695,HSI
115,20191212,26837.94,26994.14,27048.98,26837.94,26645.43,348.71,1.3087,HSI
116,20191211,26410.09,26645.43,26659.98,26364.43,26436.62,208.81,0.7899,HSI
117,20191210,26378.99,26436.62,26527.09,26355.53,26494.73,-58.11,-0.2193,HSI
118,20191209,26513.97,26494.73,26618.25,26432.27,26498.37,-3.64,-0.0137,HSI
119,20191206,26345.2,26498.37,26520.08,26309.34,26217.04,281.33,1.0731,HSI
120,20191205,26300.51,26217.04,26300.51,26134.06,26062.56,154.48,0.5927,HSI
121,20191204,26071.39,26062.56,26191.79,25995.15,26391.3,-328.74,-1.2456,HSI
122,20191203,26315.97,26391.3,26424.12,26063.02,26444.72,-53.42,-0.202,HSI
123,20191202,26475.34,26444.72,26511.55,26393.09,26346.49,98.23,0.3728,HSI
124,20191129,26705.38,26346.49,26705.38,26308.1,26893.73,-547.24,-2.0348,HSI
125,20191128,26763.63,26893.73,26991.8,26763.63,26954.0,-60.27,-0.2236,HSI
126,20191127,26943.52,26954.0,26974.28,26866.8,26913.92,40.08,0.1489,HSI
127,20191126,27183.9,26913.92,27227.87,26913.92,26993.04,-79.12,-0.2931,HSI
128,20191125,26873.35,26993.04,27114.22,26852.89,26595.08,397.96,1.4964,HSI
129,20191122,26584.88,26595.08,26690.17,26487.67,26466.88,128.2,0.4844,HSI
130,20191121,26587.59,26466.88,26587.59,26306.02,26889.61,-422.73,-1.5721,HSI
131,20191120,26936.79,26889.61,26962.17,26804.35,27093.8,-204.19,-0.7536,HSI
132,20191119,26671.32,27093.8,27093.8,26605.63,26681.09,412.71,1.5468,HSI
133,20191118,26442.39,26681.09,26702.16,26406.35,26326.66,354.43,1.3463,HSI
134,20191115,26529.95,26326.66,26544.65,26300.08,26323.69,2.97,0.0113,HSI
135,20191114,26444.23,26323.69,26605.96,26203.97,26571.46,-247.77,-0.9325,HSI
136,20191113,26761.16,26571.46,26761.16,26465.33,27065.28,-493.82,-1.8246,HSI
137,20191112,27064.26,27065.28,27076.67,26794.61,26926.55,138.73,0.5152,HSI
138,20191111,27361.41,26926.55,27361.41,26830.47,27651.14,-724.59,-2.6205,HSI
139,20191108,27894.56,27651.14,27894.56,27582.29,27847.23,-196.09,-0.7042,HSI
140,20191107,27690.6,27847.23,27900.8,27534.91,27688.64,158.59,0.5728,HSI
141,20191106,27636.33,27688.64,27750.91,27547.77,27683.4,5.24,0.0189,HSI
142,20191105,27601.1,27683.4,27733.07,27463.33,27547.3,136.1,0.4941,HSI
143,20191104,27299.88,27547.3,27547.3,27299.46,27100.76,446.54,1.6477,HSI
144,20191101,26806.44,27100.76,27102.42,26800.57,26906.72,194.04,0.7212,HSI
145,20191031,26708.45,26906.72,27009.5,26708.45,26667.71,239.01,0.8963,HSI
146,20191030,26766.98,26667.71,26809.53,26602.95,26786.76,-119.05,-0.4444,HSI
147,20191029,27027.56,26786.76,27027.56,26729.06,26891.26,-104.5,-0.3886,HSI
148,20191028,26770.11,26891.26,27005.68,26762.7,26667.39,223.87,0.8395,HSI
149,20191025,26795.64,26667.39,26795.64,26621.18,26797.95,-130.56,-0.4872,HSI
150,20191024,26651.03,26797.95,26810.43,26592.18,26566.73,231.22,0.8703,HSI
151,20191023,26771.98,26566.73,26818.99,26491.71,26786.2,-219.47,-0.8193,HSI
152,20191022,26813.81,26786.2,26844.29,26698.3,26725.68,60.52,0.2264,HSI
153,20191021,26715.22,26725.68,26818.44,26658.32,26719.58,6.1,0.0228,HSI
154,20191018,26910.55,26719.58,26985.08,26650.13,26848.49,-128.91,-0.4801,HSI
155,20191017,26809.04,26848.49,26956.82,26729.51,26664.28,184.21,0.6908,HSI
156,20191016,26553.9,26664.28,26698.56,26432.43,26503.93,160.35,0.605,HSI
157,20191015,26609.13,26503.93,26609.13,26433.43,26521.85,-17.92,-0.0676,HSI
158,20191014,26520.93,26521.85,26636.93,26386.41,26308.44,213.41,0.8112,HSI
159,20191011,25986.82,26308.44,26393.01,25976.07,25707.93,600.51,2.3359,HSI
160,20191010,25625.57,25707.93,25809.58,25521.95,25682.81,25.12,0.0978,HSI
161,20191009,25736.88,25682.81,25866.84,25656.66,25893.4,-210.59,-0.8133,HSI
162,20191008,25848.73,25893.4,26180.03,25761.5,25821.03,72.37,0.2803,HSI
163,20190930,25844.71,26092.27,26161.7,25786.29,25954.81,137.46,0.5296,HSI
164,20190927,25977.98,25954.81,26017.46,25840.66,26041.93,-87.12,-0.3345,HSI
165,20190926,26075.15,26041.93,26099.64,25917.58,25945.35,96.58,0.3722,HSI
166,20190925,26162.71,25945.35,26190.56,25917.68,26281.0,-335.65,-1.2772,HSI
167,20190924,26300.21,26281.0,26391.98,26207.27,26222.4,58.6,0.2235,HSI
168,20190923,26463.62,26222.4,26483.03,26186.01,26435.67,-213.27,-0.8068,HSI
169,20190920,26532.88,26435.67,26564.36,26410.41,26468.95,-33.28,-0.1257,HSI
170,20190919,26820.73,26468.95,26820.73,26372.09,26754.12,-285.17,-1.0659,HSI
171,20190918,26838.43,26754.12,26891.16,26730.63,26790.24,-36.12,-0.1348,HSI
172,20190917,26942.96,26790.24,26951.84,26694.37,27124.55,-334.31,-1.2325,HSI
173,20190916,27212.89,27124.55,27212.89,26976.3,27352.69,-228.14,-0.8341,HSI
174,20190912,27283.98,27087.63,27283.98,26967.25,27159.06,-71.43,-0.263,HSI
175,20190911,26790.64,27159.06,27159.51,26705.63,26683.68,475.38,1.7815,HSI
176,20190910,26831.98,26683.68,26870.77,26634.47,26681.4,2.28,0.0085,HSI
177,20190909,26743.36,26681.4,26807.86,26609.65,26690.76,-9.36,-0.0351,HSI
178,20190906,26773.13,26690.76,26790.79,26563.17,26515.53,175.23,0.6609,HSI
179,20190905,26512.86,26515.53,26697.85,26283.12,26523.23,-7.7,-0.029,HSI
180,20190904,25675.16,26523.23,26654.21,25675.16,25527.85,995.38,3.8992,HSI
181,20190903,25546.32,25527.85,25736.05,25498.11,25626.55,-98.7,-0.3851,HSI
182,20190902,25627.83,25626.55,25662.31,25502.7,25724.73,-98.18,-0.3817,HSI
183,20190830,26011.64,25724.73,26011.64,25536.15,25703.5,21.23,0.0826,HSI
184,20190829,25606.33,25703.5,25714.78,25372.49,25615.48,88.02,0.3436,HSI
185,20190828,25767.08,25615.48,25830.64,25596.08,25664.07,-48.59,-0.1893,HSI
186,20190827,25715.98,25664.07,25764.61,25581.73,25680.33,-16.26,-0.0633,HSI
187,20190826,25322.0,25680.33,25692.28,25249.51,26179.33,-499.0,-1.9061,HSI
188,20190823,26057.88,26179.33,26241.22,25940.44,26048.72,130.61,0.5014,HSI
189,20190822,26272.91,26048.72,26288.24,25977.67,26270.04,-221.32,-0.8425,HSI
190,20190821,26160.54,26270.04,26318.13,26075.91,26231.54,38.5,0.1468,HSI
191,20190820,26256.54,26231.54,26347.23,26149.4,26291.84,-60.3,-0.2293,HSI
192,20190819,25994.8,26291.84,26356.22,25994.8,25734.22,557.62,2.1668,HSI
193,20190816,25484.96,25734.22,25798.11,25314.27,25495.46,238.76,0.9365,HSI
194,20190815,24945.74,25495.46,25552.13,24899.93,25302.28,193.18,0.7635,HSI
195,20190814,25711.1,25302.28,25717.98,25197.38,25281.3,20.98,0.083,HSI
196,20190813,25536.62,25281.3,25616.71,25270.91,25824.72,-543.42,-2.1043,HSI
197,20190812,25869.48,25824.72,26069.23,25824.72,25939.3,-114.58,-0.4417,HSI
198,20190809,26278.92,25939.3,26313.78,25939.3,26120.77,-181.47,-0.6947,HSI
199,20190808,25999.45,26120.77,26317.42,25999.45,25997.03,123.74,0.476,HSI
200,20190807,25977.72,25997.03,26025.44,25738.8,25976.24,20.79,0.08,HSI
201,20190806,25472.43,25976.24,26042.23,25397.35,26151.32,-175.08,-0.6695,HSI
202,20190805,26480.47,26151.32,26502.61,26086.86,26918.58,-767.26,-2.8503,HSI
203,20190802,26950.53,26918.58,27043.46,26868.96,27565.7,-647.12,-2.3476,HSI
204,20190801,27582.21,27565.7,27754.04,27495.89,27777.75,-212.05,-0.7634,HSI
205,20190731,27931.28,27777.75,27939.72,27701.44,28146.5,-368.75,-1.3101,HSI
206,20190730,28059.82,28146.5,28274.65,28059.82,28106.41,40.09,0.1426,HSI
207,20190729,28262.8,28106.41,28302.66,27945.41,28397.74,-291.33,-1.0259,HSI
208,20190726,28406.07,28397.74,28487.64,28338.3,28594.3,-196.56,-0.6874,HSI
209,20190725,28575.49,28594.3,28628.51,28517.01,28524.04,70.26,0.2463,HSI
210,20190724,28578.14,28524.04,28764.5,28515.92,28466.48,57.56,0.2022,HSI
211,20190723,28392.04,28466.48,28489.29,28313.79,28371.26,95.22,0.3356,HSI
212,20190722,28612.28,28371.26,28649.44,28303.55,28765.4,-394.14,-1.3702,HSI
213,20190719,28585.15,28765.4,28809.59,28551.2,28461.66,303.74,1.0672,HSI
214,20190718,28393.04,28461.66,28511.65,28376.5,28593.17,-131.51,-0.4599,HSI
215,20190717,28463.77,28593.17,28593.17,28377.34,28619.62,-26.45,-0.0924,HSI
216,20190716,28583.93,28619.62,28634.65,28489.41,28554.88,64.74,0.2267,HSI
217,20190715,28303.36,28554.88,28567.25,28071.19,28471.62,83.26,0.2924,HSI
218,20190712,28401.87,28471.62,28603.87,28399.66,28431.8,39.82,0.1401,HSI
219,20190711,28347.86,28431.8,28582.69,28347.86,28204.69,227.11,0.8052,HSI
220,20190710,28245.09,28204.69,28311.78,28144.87,28116.28,88.41,0.3144,HSI
221,20190709,28299.73,28116.28,28312.97,28080.73,28331.69,-215.41,-0.7603,HSI
222,20190708,28513.14,28331.69,28541.1,28194.07,28774.83,-443.14,-1.54,HSI
223,20190705,28785.53,28774.83,28880.58,28714.92,28795.77,-20.94,-0.0727,HSI
224,20190704,28891.97,28795.77,29007.98,28776.48,28855.14,-59.37,-0.2058,HSI
225,20190703,28781.97,28855.14,28891.89,28721.21,28875.56,-20.42,-0.0707,HSI
226,20190702,28904.04,28875.56,28959.06,28768.54,28542.62,332.94,1.1665,HSI
227,20190628,28632.59,28542.62,28632.59,28416.96,28621.42,-78.8,-0.2753,HSI
228,20190627,28352.94,28621.42,28621.42,28287.34,28221.98,399.44,1.4154,HSI
229,20190626,28046.16,28221.98,28267.98,27985.98,28185.98,36.0,0.1277,HSI
230,20190625,28447.96,28185.98,28470.1,28066.13,28513.0,-327.02,-1.1469,HSI
231,20190624,28400.63,28513.0,28634.48,28358.06,28473.71,39.29,0.138,HSI
232,20190621,28581.51,28473.71,28581.51,28359.25,28550.43,-76.72,-0.2687,HSI
233,20190620,28308.85,28550.43,28563.08,28258.02,28202.14,348.29,1.235,HSI
234,20190619,28224.87,28202.14,28224.87,28022.49,27498.77,703.37,2.5578,HSI
235,20190618,27289.7,27498.77,27584.12,27201.02,27227.16,271.61,0.9976,HSI
236,20190617,27252.45,27227.16,27503.1,27227.16,27118.35,108.81,0.4012,HSI
237,20190614,27180.74,27118.35,27275.88,27051.75,27294.71,-176.36,-0.6461,HSI
238,20190613,27217.72,27294.71,27294.71,26825.35,27308.46,-13.75,-0.0504,HSI
239,20190612,27603.12,27308.46,27603.12,27222.03,27789.34,-480.88,-1.7304,HSI
240,20190611,27677.06,27789.34,27857.85,27577.91,27578.64,210.7,0.764,HSI
241,20190610,27206.61,27578.64,27606.42,27155.03,26965.28,613.36,2.2746,HSI
242,20190606,26935.87,26965.28,26984.02,26837.67,26895.44,69.84,0.2597,HSI
243,20190605,27116.08,26895.44,27119.48,26803.66,26761.52,133.92,0.5004,HSI
244,20190604,26994.08,26761.52,26994.08,26671.9,26893.86,-132.34,-0.4921,HSI
245,20190603,26909.71,26893.86,26968.1,26735.48,26901.09,-7.23,-0.0269,HSI
246,20190531,27002.96,26901.09,27155.36,26850.27,27114.88,-213.79,-0.7885,HSI
247,20190530,27319.25,27114.88,27319.25,27020.73,27235.71,-120.83,-0.4436,HSI
248,20190529,27226.95,27235.71,27429.37,27178.71,27390.81,-155.1,-0.5662,HSI
249,20190528,27274.83,27390.81,27490.55,27230.09,27288.09,102.72,0.3764,HSI
250,20190527,27239.08,27288.09,27371.35,27105.22,27353.93,-65.84,-0.2407,HSI
251,20190524,27368.68,27353.93,27457.59,27291.94,27267.13,86.8,0.3183,HSI
252,20190523,27505.53,27267.13,27523.86,27169.67,27705.94,-438.81,-1.5838,HSI
253,20190522,27753.54,27705.94,27828.81,27640.62,27657.24,48.7,0.1761,HSI
254,20190521,27671.4,27657.24,27915.16,27598.06,27787.61,-130.37,-0.4692,HSI
255,20190520,27959.23,27787.61,27999.6,27699.23,27946.46,-158.85,-0.5684,HSI
256,20190517,28428.0,27946.46,28428.0,27909.73,28275.07,-328.61,-1.1622,HSI
257,20190516,28117.48,28275.07,28379.37,28050.78,28268.71,6.36,0.0225,HSI
258,20190515,28171.32,28268.71,28441.49,28171.32,28122.02,146.69,0.5216,HSI
